,EMA,CMO,MINUSDM,PLUSDM,CLOSE,CLOSEL1,CLOSEL2,CLOSEL3,3O,CMB,UP_DOWN
8270,19428.781719353206,58.361834104427416,151.69782981597038,675.0364609971616,19818.0,19950.73,20231.66,20295.63,0,0,1
8271,19478.491079414805,64.49119098733534,144.11293832517185,717.4046379473025,19950.73,20231.66,20295.63,20314.26,0,1,1
8272,19550.22145280387,73.26075310336108,136.90729140891327,1025.4144060499384,20231.66,20295.63,20314.26,20361.17,0,0,1
8273,19621.212743013028,74.75516061130895,130.0619268384676,1064.1036857474405,20295.63,20314.26,20361.17,20344.87,0,0,1
8274,19687.217243678453,75.18039428303446,123.55883049654422,1010.8985014600685,20314.26,20361.17,20344.87,20535.82,0,0,1
8275,19751.40322047098,76.24113606914275,117.38088897171701,1045.8735763870654,20361.17,20344.87,20535.82,20537.3,0,0,0
8276,19807.92386614041,73.52854522522622,111.51184452313116,993.5798975677121,20344.87,20535.82,20537.3,20534.0,0,0,1
8277,19877.24730746037,77.75125292237597,105.9362522969746,1065.3209026893246,20535.82,20537.3,20534.0,20591.32,0,0,1
8278,19940.10946865462,77.78017119626034,100.63943968212587,1128.63485755486,20537.3,20534.0,20591.32,20701.8,0,0,0
8279,19996.670471639896,77.23947181337209,129.00746769802103,1072.203114677117,20534.0,20591.32,20701.8,20650.81,0,0,1
8280,20053.303760055143,78.43847585617266,122.55709431311998,1101.3829589432619,20591.32,20701.8,20650.81,20693.48,0,0,1
8281,20115.06530671656,80.52043171493877,116.42923959746398,1219.3138109960987,20701.8,20650.81,20693.48,20753.32,1,0,0
8282,20166.08861083879,72.43158471137066,110.60777761759078,1158.3481204462937,20650.81,20693.48,20753.32,20632.9,0,0,1
8283,20216.316362187477,73.47840915268316,105.07738873671124,1101.9607144239778,20693.48,20753.32,20632.9,20614.24,0,0,1
8284,20267.45956578867,74.88614377523798,99.82351929987568,1096.8226787027781,20753.32,20632.9,20614.24,20631.76,0,1,0
8285,20302.26341666594,57.21009892420725,94.8323433348819,1048.7115447676424,20632.9,20614.24,20631.76,20664.34,0,1,0
8286,20331.975472221566,54.66034609637249,124.45072616813839,996.2759675292602,20614.24,20631.76,20664.34,20711.92,0,0,1
8287,20360.526379629035,55.375646443978965,118.22818985973147,951.4621691527973,20631.76,20664.34,20711.92,20735.9,0,0,1
8288,20389.461010140556,56.71244708080978,112.3167803667449,926.7790606951569,20664.34,20711.92,20735.9,20779.91,0,0,1
8289,20420.17139012717,58.618146481825306,106.70094134840765,922.5501076603996,20711.92,20735.9,20779.91,20677.51,0,0,1
8290,20450.240781543627,59.56258965753251,101.36589428098728,955.4226022773796,20735.9,20779.91,20677.51,20666.95,0,0,1
8291,20481.637849968043,61.27020360043524,96.29759956693792,1084.8514721635115,20779.91,20677.51,20666.95,20702.78,0,0,0
8292,20500.29234044728,46.15402167371306,149.04271958859232,1030.608898555336,20677.51,20666.95,20702.78,20747.46,0,0,0
8293,20516.16449849992,44.68190393011122,149.74058360916052,979.0784536275693,20666.95,20702.78,20747.46,20751.05,0,0,1
8294,20533.93740340469,46.60282424313124,142.2535544287025,958.4545309461889,20702.78,20747.46,20751.05,20861.63,0,0,1
8295,20554.27288879472,48.93062301956011,135.14087670726738,963.4818043988802,20747.46,20751.05,20861.63,21023.23,0,0,1
8296,20573.013566052367,49.11822915822805,128.38383287190402,917.8777141789359,20751.05,20861.63,21023.23,21074.56,0,0,1
8297,20600.50084547595,54.53368226395807,121.96464122830882,991.9838284699891,20861.63,21023.23,21074.56,20998.38,0,0,1
